playerID,matchNum,blocks,assists,minutesPlayed,pointsScored,passesMade
122,11,0,0,21,32,45
123,11,0,2,21,25,43
124,11,0,3,21,34,44
125,11,0,0,21,3,49
61,12,0,3,20,43,33
62,12,1,2,20,22,33
63,12,0,4,20,15,55
64,12,0,-1,20,12,57
65,12,0,1,20,5,59
106,12,1,1,20,22,50
107,12,0,2,20,4,56
108,12,0,2,20,52,36
109,12,0,-2,20,1,56
110,12,0,1,20,7,48
56,13,0,3,19,13,40
57,13,1,2,19,12,50
58,13,1,0,19,46,43
59,13,0,2,19,42,32
60,13,0,1,19,4,33
51,13,0,4,19,6,56
52,13,0,1,19,43,50
53,13,0,0,19,4,44
54,13,0,2,19,2,40
55,13,0,0,19,55,52
61,14,0,3,22,38,54
62,14,0,0,22,32,41
63,14,0,5,22,3,41
64,14,0,0,22,6,44
65,14,0,-1,22,53,59
96,14,0,4,22,30,56
97,14,0,2,22,44,51
98,14,0,4,22,29,44
99,14,0,0,22,23,56
100,14,0,4,22,17,32
61,15,0,1,19,36,55
62,15,0,2,19,16,48
63,15,0,0,19,45,38
64,15,0,4,19,28,43
65,15,0,0,19,4,51
81,15,0,4,19,32,37
82,15,0,3,19,60,53
83,15,0,3,19,22,32
84,15,0,2,19,10,54
85,15,0,5,19,5,30
126,16,0,4,21,68,34
127,16,0,5,21,13,42
128,16,0,3,21,19,46
129,16,0,2,21,30,41
130,16,0,3,21,6,53
1,16,0,4,21,2,41
2,16,0,0,21,65,39
3,16,0,1,21,31,31
4,16,0,-2,21,23,41
5,16,0,5,21,17,47
136,17,0,0,22,23,50
137,17,0,2,22,1,54
138,17,0,-1,22,22,55
139,17,0,0,22,9,40
140,17,0,0,22,30,51
46,17,0,0,22,20,33
47,17,0,3,22,22,54
48,17,0,2,22,23,50
49,17,0,1,22,16,59
50,17,0,3,22,6,53
1,18,0,4,21,61,50
2,18,0,2,21,10,30
3,18,0,6,21,23,36
4,18,0,-1,21,34,38
5,18,0,1,21,16,35
31,18,0,5,21,9,56
32,18,0,2,21,59,39
33,18,0,0,21,15,39
34,18,0,1,21,23,56
35,18,0,-1,21,10,33
146,19,0,1,19,3,34
147,19,0,2,19,2,49
148,19,0,4,19,73,47
149,19,0,2,19,12,40
150,19,0,1,19,28,47
31,19,0,-1,19,9,49
32,19,0,3,19,1,54
33,19,0,0,19,93,45
34,19,0,3,19,21,39
35,19,0,0,19,18,45
6,20,0,2,19,15,49
7,20,0,2,19,16,45
8,20,0,2,19,78,46
9,20,1,3,19,3,40
10,20,0,1,19,2,34
1,20,0,1,19,1,40
2,20,0,1,19,62,46
3,20,0,1,19,12,52
4,20,0,-1,19,7,36
5,20,0,5,19,40,40
106,21,0,2,21,36,35
107,21,0,0,21,13,31
108,21,0,1,21,50,56
109,21,0,0,21,10,50
110,21,0,4,21,4,45
6,21,0,1,21,55,56
7,21,0,0,21,11,59
8,21,0,2,21,6,32
9,21,0,2,21,21,35
10,21,0,3,21,9,41
71,22,0,1,22,4,53
72,22,0,2,22,51,55
73,22,0,1,22,3,44
74,22,0,4,22,15,50
75,22,0,0,22,28,41
146,22,0,0,22,62,58
147,22,0,5,22,25,41
148,22,0,0,22,37,40
149,22,0,1,22,16,36
150,22,0,1,22,3,35
116,23,0,6,18,35,40
117,23,0,1,18,11,58
118,23,0,0,18,23,40
119,23,0,4,18,4,46
120,23,0,-1,18,10,41
26,23,0,2,18,26,36
27,23,0,0,18,13,54
28,23,0,2,18,21,48
29,23,0,1,18,57,58
30,23,0,0,18,24,33
61,24,0,1,21,4,46
62,24,0,4,21,38,56
63,24,0,-1,21,18,37
64,24,0,4,21,32,35
65,24,0,0,21,22,46
136,24,0,3,21,38,48
137,24,0,2,21,36,36
138,24,0,2,21,13,46
139,24,0,2,21,5,44
140,24,0,2,21,24,41
136,25,0,3,19,16,58
137,25,0,0,19,23,51
138,25,0,2,19,6,34
139,25,0,3,19,45,48
140,25,0,2,19,54,43
11,25,0,3,19,43,39
12,25,0,3,19,5,37
13,25,0,-1,19,45,37
14,25,0,1,19,18,57
15,25,0,3,19,6,54
101,26,0,6,19,21,40
102,26,0,3,19,22,45
103,26,0,2,19,15,42
104,26,0,3,19,27,47
105,26,0,1,19,26,33
41,26,1,0,19,45,31
42,26,0,0,19,10,54
43,26,0,0,19,31,51
44,26,0,4,19,3,44
45,26,0,0,19,19,55
91,27,0,0,20,18,57
92,27,1,0,20,2,56
93,27,0,3,20,23,52
94,27,0,0,20,1,37
95,27,0,2,20,71,35
6,27,0,0,20,6,49
7,27,0,0,20,2,32
8,27,0,3,20,45,55
9,27,0,0,20,56,50
10,27,0,2,20,20,58
136,28,1,3,19,64,30
137,28,0,3,19,8,32
138,28,0,6,19,9,58
139,28,0,2,19,11,52
140,28,0,3,19,32,36
66,28,0,-1,19,16,38
67,28,0,4,19,45,58
68,28,0,1,19,13,33
69,28,0,2,19,4,39
70,28,0,2,19,2,43
66,29,0,6,18,1,52
67,29,0,4,18,4,57
68,29,0,0,18,44,49
69,29,0,0,18,24,42
70,29,1,5,18,60,57
31,29,0,2,18,26,32
32,29,0,2,18,1,32
33,29,0,2,18,71,48
34,29,0,0,18,23,48
35,29,0,2,18,12,37
96,30,0,0,18,1,45
97,30,0,3,18,24,54
98,30,1,1,18,27,33
99,30,0,0,18,52,49
100,30,0,3,18,10,55
76,30,0,1,18,37,42
77,30,0,5,18,9,36
78,30,0,0,18,18,52
79,30,0,3,18,23,55
80,30,0,0,18,5,45
141,31,0,2,18,21,31
142,31,0,1,18,4,32
143,31,0,2,18,30,32
144,31,0,0,18,18,45
145,31,0,5,18,12,31
71,31,0,0,18,77,59
72,31,0,4,18,8,47
73,31,0,2,18,4,59
74,31,0,0,18,30,50
75,31,0,0,18,31,54
31,32,0,0,19,51,52
32,32,0,4,19,22,50
33,32,0,0,19,11,35
34,32,1,0,19,17,49
35,32,0,2,19,30,57
76,32,0,2,19,4,34
77,32,0,1,19,57,35
78,32,0,3,19,7,36
79,32,0,1,19,29,35
80,32,0,0,19,42,58
111,33,0,0,22,45,37
112,33,0,0,22,1,54
113,33,0,2,22,6,33
114,33,1,1,22,65,45
115,33,0,1,22,8,54
141,33,0,0,22,58,56
142,33,0,1,22,10,30
143,33,0,3,22,1,47
144,33,0,0,22,22,49
145,33,0,3,22,30,37
71,34,0,2,21,12,46
72,34,0,2,21,35,55
73,34,0,2,21,11,47
74,34,0,0,21,15,31
75,34,0,1,21,23,47
16,34,0,0,21,3,41
17,34,1,2,21,2,45
18,34,0,2,21,41,38
19,34,0,1,21,19,42
20,34,1,3,21,27,33
131,35,0,5,22,18,59
132,35,0,2,22,2,59
133,35,0,-1,22,28,53
134,35,0,3,22,53,47
135,35,0,3,22,4,50
116,35,0,3,22,2,56
117,35,0,1,22,1,34
118,35,0,2,22,45,41
119,35,1,0,22,16,58
120,35,0,4,22,17,37
51,36,0,3,19,1,58
52,36,0,-1,19,36,33
53,36,0,0,19,12,59
54,36,0,1,19,8,54
55,36,0,2,19,24,54
111,36,0,0,19,24,52
112,36,0,0,19,3,52
113,36,0,0,19,78,35
114,36,0,0,19,17,54
115,36,0,0,19,18,44
141,37,0,1,20,2,54
142,37,0,-1,20,93,39
143,37,0,3,20,11,48
144,37,0,2,20,1,51
145,37,1,5,20,3,47
136,37,0,1,20,1,30
137,37,0,1,20,8,54
138,37,0,2,20,46,56
139,37,1,2,20,31,44
140,37,0,1,20,45,38
6,38,0,2,20,8,37
7,38,0,1,20,15,36
8,38,0,2,20,31,31
9,38,0,1,20,7,45
10,38,0,-1,20,37,31
21,38,0,0,20,18,36
22,38,0,2,20,32,43
23,38,0,0,20,24,48
24,38,0,1,20,23,55
25,38,0,2,20,6,47
26,39,0,2,21,1,40
27,39,0,3,21,8,54
28,39,0,2,21,24,48
29,39,0,0,21,39,50
30,39,0,4,21,19,34
16,39,0,-2,21,25,35
17,39,0,2,21,17,56
18,39,0,1,21,34,48
19,39,0,-1,21,71,54
20,39,0,2,21,2,51
136,40,0,0,18,17,47
137,40,0,1,18,2,42
138,40,0,1,18,7,53
139,40,0,1,18,29,46
140,40,0,4,18,25,54
146,40,0,2,18,12,55
147,40,0,0,18,2,55
148,40,0,2,18,7,36
149,40,1,1,18,14,57
150,40,0,4,18,46,34
111,41,0,0,22,39,33
112,41,0,1,22,8,34
113,41,1,6,22,1,52
114,41,0,0,22,26,38
115,41,0,4,22,40,50
136,41,0,0,22,6,50
137,41,0,1,22,37,52
138,41,0,2,22,26,33
139,41,0,-2,22,10,35
140,41,0,0,22,2,34
1,42,0,0,21,9,50
2,42,0,2,21,29,58
3,42,0,-1,21,7,39
4,42,0,1,21,39,38
5,42,0,1,21,12,33
31,42,0,0,21,2,37
32,42,0,1,21,68,46
33,42,0,0,21,27,56
34,42,0,0,21,26,41
35,42,0,0,21,3,52
111,43,0,2,20,8,38
112,43,0,1,20,32,41
113,43,0,6,20,4,58
114,43,0,3,20,72,54
115,43,0,1,20,15,46
21,43,0,2,20,10,44
22,43,0,0,20,1,36
23,43,0,2,20,53,59
24,43,0,3,20,23,42
25,43,0,2,20,5,42
86,44,0,3,20,8,47
87,44,0,2,20,11,37
88,44,0,0,20,41,41
89,44,0,1,20,20,53
90,44,0,-2,20,22,52
81,44,0,0,20,36,53
82,44,0,2,20,4,55
83,44,0,2,20,46,51
84,44,0,2,20,2,45
85,44,0,-1,20,9,59
126,45,0,1,20,42,47
127,45,0,2,20,34,37
128,45,0,4,20,5,57
129,45,0,2,20,37,56
130,45,0,2,20,23,51
131,45,0,5,20,11,35
132,45,1,3,20,9,35
133,45,0,1,20,33,52
134,45,0,2,20,45,52
135,45,0,0,20,29,30
41,46,0,2,21,4,56
42,46,0,3,21,33,52
43,46,0,3,21,8,50
44,46,0,1,21,13,41
45,46,0,3,21,45,58
136,46,0,2,21,48,31
137,46,0,6,21,33,56
138,46,0,4,21,21,49
139,46,0,1,21,12,52
140,46,0,6,21,27,59
121,47,0,0,20,33,37
122,47,0,2,20,3,58
123,47,0,2,20,4,47
124,47,1,3,20,70,42
125,47,0,3,20,11,42
91,47,0,1,20,2,33
92,47,0,0,20,10,50
93,47,0,0,20,39,33
94,47,0,3,20,26,33
95,47,0,0,20,12,34
46,48,0,0,19,9,59
47,48,0,4,19,4,47
48,48,0,5,19,26,43
49,48,0,0,19,21,32
50,48,0,2,19,49,52
106,48,0,1,19,23,30
107,48,0,0,19,16,55
108,48,0,2,19,14,58
109,48,0,1,19,2,43
110,48,0,0,19,28,41
96,49,0,2,19,15,45
97,49,0,0,19,4,41
98,49,0,-1,19,47,56
99,49,0,4,19,29,47
100,49,0,0,19,12,51
121,49,0,4,19,52,37
122,49,0,0,19,3,34
123,49,0,0,19,2,43
124,49,0,-1,19,4,39
125,49,0,2,19,39,40
91,50,0,0,18,6,44
92,50,1,3,18,37,33
93,50,0,1,18,18,55
94,50,0,0,18,9,32
95,50,0,2,18,50,59
46,50,0,0,18,38,30
47,50,0,2,18,58,57
48,50,0,4,18,7,37
49,50,0,3,18,5,52
50,50,0,2,18,11,40
66,51,0,1,20,56,47
67,51,0,1,20,8,55
68,51,0,1,20,25,35
69,51,0,1,20,51,34
70,51,0,3,20,6,38
81,51,0,3,20,5,36
82,51,0,0,20,50,42
83,51,0,4,20,27,39
84,51,0,5,20,18,35
85,51,0,1,20,10,42
16,52,0,3,19,10,42
17,52,0,1,19,5,30
18,52,0,5,19,38,35
19,52,0,0,19,21,54
20,52,0,2,19,9,32
136,52,0,0,19,42,39
137,52,0,5,19,11,36
138,52,0,5,19,10,42
139,52,0,4,19,20,54
140,52,0,2,19,3,58
76,53,0,2,20,41,34
77,53,0,0,20,47,45
78,53,0,3,20,1,53
79,53,0,1,20,34,45
80,53,0,2,20,12,32
116,53,0,5,20,6,54
117,53,0,-1,20,70,46
118,53,0,4,20,8,33
119,53,0,1,20,11,44
120,53,0,0,20,3,55
101,54,0,0,19,6,52
102,54,0,2,19,18,50
103,54,0,4,19,20,48
104,54,0,2,19,24,43
105,54,1,1,19,13,32
136,54,0,5,19,65,31
137,54,0,2,19,3,42
138,54,1,4,19,15,56
139,54,0,0,19,4,49
140,54,0,0,19,22,38
11,55,0,3,22,14,41
12,55,0,1,22,37,50
13,55,0,4,22,33,41
14,55,0,1,22,12,42
15,55,0,1,22,30,50
56,55,0,2,22,27,48
57,55,0,4,22,12,30
58,55,0,3,22,5,51
59,55,0,2,22,7,32
60,55,0,2,22,37,30
106,56,0,2,20,12,50
107,56,0,3,20,4,48
108,56,0,0,20,3,30
109,56,0,4,20,46,39
110,56,0,1,20,77,59
146,56,0,3,20,21,59
147,56,0,1,20,40,54
148,56,0,-2,20,3,51
149,56,1,1,20,23,33
150,56,0,5,20,16,31
76,57,0,3,19,7,41
77,57,0,-1,19,11,58
78,57,0,2,19,16,43
79,57,0,2,19,15,56
80,57,0,3,19,64,57
111,57,0,2,19,68,56
112,57,0,1,19,12,31
113,57,0,2,19,9,57
114,57,0,3,19,25,37
115,57,0,-1,19,31,32
126,58,0,3,20,5,33
127,58,0,0,20,17,52
128,58,0,1,20,25,46
129,58,0,0,20,60,32
130,58,0,2,20,10,54
66,58,0,0,20,33,58
67,58,0,3,20,13,53
68,58,0,3,20,3,36
69,58,0,2,20,73,33
70,58,0,3,20,24,42
91,59,0,4,20,50,37
92,59,0,2,20,10,34
93,59,0,2,20,11,38
94,59,0,1,20,60,59
95,59,0,6,20,2,37
146,59,0,0,20,37,41
147,59,0,2,20,18,49
148,59,0,3,20,8,42
149,59,0,1,20,3,38
150,59,1,5,20,14,44
46,60,0,0,19,48,38
47,60,0,1,19,15,59
48,60,0,4,19,26,42
49,60,0,2,19,8,56
50,60,0,1,19,20,52
81,60,0,2,19,53,56
82,60,0,1,19,4,41
83,60,0,3,19,27,57
84,60,0,3,19,7,39
85,60,0,0,19,36,57
91,61,0,3,21,3,54
92,61,0,-1,21,5,52
93,61,0,1,21,57,42
94,61,0,1,21,23,52
95,61,0,1,21,7,56
26,61,0,3,21,2,33
27,61,0,3,21,11,58
28,61,0,0,21,16,32
29,61,0,2,21,5,42
30,61,0,1,21,46,34
6,62,0,1,22,19,38
7,62,0,0,22,18,37
8,62,0,1,22,25,47
9,62,0,3,22,20,44
10,62,0,0,22,10,31
96,62,0,1,22,6,33
97,62,0,4,22,24,51
98,62,0,0,22,2,34
99,62,0,1,22,45,59
100,62,0,1,22,12,52
126,63,0,4,18,17,45
127,63,0,1,18,7,56
128,63,0,0,18,1,31
129,63,1,1,18,37,33
130,63,0,3,18,49,51
96,63,0,2,18,11,46
97,63,0,4,18,15,42
98,63,0,2,18,22,52
99,63,0,5,18,31,38
100,63,0,3,18,35,45
46,64,0,1,22,22,32
47,64,0,0,22,16,57
48,64,0,4,22,41,42
49,64,0,0,22,3,33
50,64,0,1,22,26,38
146,64,0,0,22,31,53
147,64,0,2,22,18,54
148,64,0,3,22,11,58
149,64,0,0,22,23,33
150,64,0,6,22,20,34
146,65,0,4,21,10,42
147,65,0,2,21,58,44
148,65,0,2,21,19,51
149,65,0,1,21,26,59
150,65,1,4,21,15,57
36,65,0,0,21,54,33
37,65,0,0,21,33,55
38,65,0,3,21,14,58
39,65,0,-1,21,23,48
40,65,0,1,21,10,48
81,66,0,0,19,25,55
82,66,0,0,19,2,53
83,66,0,-2,19,18,40
84,66,0,2,19,23,45
85,66,0,2,19,12,57
11,66,0,5,19,9,52
12,66,0,4,19,19,58
13,66,0,3,19,16,52
14,66,0,5,19,50,44
15,66,0,2,19,7,34
86,67,0,0,21,50,59
87,67,0,-1,21,14,31
88,67,0,4,21,11,44
89,67,0,1,21,51,33
90,67,0,0,21,13,55
126,67,0,0,21,12,46
127,67,0,1,21,24,36
128,67,0,2,21,6,53
129,67,0,0,21,39,30
130,67,0,3,21,53,56
126,68,0,1,18,12,49
127,68,0,4,18,19,56
128,68,0,1,18,38,39
129,68,0,3,18,40,59
130,68,0,4,18,17,49
136,68,0,5,18,18,56
137,68,0,2,18,61,55
138,68,0,0,18,2,31
139,68,0,0,18,3,53
140,68,0,-1,18,6,40
76,69,0,-2,18,37,45
77,69,0,0,18,32,33
78,69,0,5,18,6,57
79,69,0,2,18,2,30
80,69,0,3,18,3,43
66,69,0,3,18,35,36
67,69,0,1,18,62,34
68,69,0,3,18,7,57
69,69,1,3,18,1,53
70,69,0,0,18,3,58
31,70,0,0,18,14,33
32,70,0,0,18,11,47
33,70,0,0,18,25,55
34,70,0,2,18,50,53
35,70,0,2,18,35,46
116,70,0,0,18,21,39
117,70,0,2,18,10,51
118,70,0,3,18,26,40
119,70,0,1,18,19,30
120,70,0,-1,18,32,38
131,71,0,4,20,20,30
132,71,0,0,20,19,31
133,71,0,2,20,5,55
134,71,0,2,20,37,57
135,71,0,2,20,22,54
31,71,0,0,20,9,56
32,71,0,2,20,50,44
33,71,0,3,20,33,42
34,71,0,0,20,8,43
35,71,0,5,20,11,48
111,72,0,4,18,33,50
112,72,0,1,18,14,54
113,72,0,0,18,63,48
114,72,0,1,18,15,42
115,72,0,3,18,24,53
146,72,0,0,18,57,34
147,72,0,3,18,14,46
148,72,0,3,18,13,58
149,72,1,1,18,1,35
150,72,0,3,18,16,40
141,73,0,5,18,52,58
142,73,0,1,18,2,53
143,73,0,0,18,39,43
144,73,0,2,18,20,52
145,73,0,3,18,13,33
146,73,0,3,18,19,49
147,73,0,0,18,12,42
148,73,1,3,18,3,55
149,73,0,2,18,28,51
150,73,0,3,18,29,45
136,74,0,1,22,28,37
137,74,0,1,22,24,54
138,74,0,3,22,21,42
139,74,0,1,22,11,54
140,74,0,4,22,7,44
41,74,0,5,22,27,47
42,74,0,-1,22,3,56
43,74,0,2,22,12,39
44,74,0,1,22,68,46
45,74,0,2,22,28,39
16,75,0,-2,18,3,50
17,75,0,-1,18,28,41
18,75,0,0,18,32,58
19,75,0,0,18,5,58
20,75,0,6,18,15,43
101,75,0,0,18,4,48
102,75,0,4,18,13,42
103,75,1,2,18,10,56
104,75,0,0,18,18,51
105,75,0,1,18,67,55
1,76,0,1,20,77,54
2,76,0,2,20,1,39
3,76,1,6,20,41,41
4,76,0,3,20,7,42
5,76,0,0,20,23,41
76,76,0,2,20,7,53
77,76,0,2,20,56,54
78,76,0,2,20,11,38
79,76,0,3,20,19,48
80,76,0,2,20,4,47
61,77,0,2,18,50,46
62,77,0,3,18,1,48
63,77,0,0,18,3,59
64,77,0,1,18,18,52
65,77,0,3,18,32,36
111,77,0,4,18,14,53
112,77,0,1,18,67,57
113,77,1,2,18,40,31
114,77,0,3,18,4,54
115,77,0,0,18,25,51
51,78,0,1,21,29,53
52,78,0,1,21,28,52
53,78,0,4,21,17,38
54,78,0,2,21,11,31
55,78,0,0,21,39,38
96,78,0,0,21,16,53
97,78,0,-1,21,2,31
98,78,0,2,21,32,49
99,78,0,1,21,28,35
100,78,0,1,21,31,55
61,79,0,0,18,72,59
62,79,0,5,18,6,47
63,79,0,1,18,26,45
64,79,0,4,18,3,48
65,79,0,-1,18,21,31
111,79,0,3,18,7,47
112,79,0,0,18,2,36
113,79,0,4,18,3,56
114,79,0,1,18,78,56
115,79,0,1,18,5,39
51,80,0,1,21,34,59
52,80,0,0,21,33,58
53,80,0,1,21,16,39
54,80,0,1,21,5,44
55,80,0,1,21,42,33
116,80,0,5,21,11,45
117,80,0,2,21,6,35
118,80,1,0,21,3,35
119,80,0,1,21,18,58
120,80,0,2,21,45,49
131,81,0,2,18,23,33
132,81,0,2,18,21,36
133,81,1,-1,18,22,54
134,81,0,2,18,26,46
135,81,0,3,18,15,38
36,81,0,3,18,25,36
37,81,0,0,18,14,31
38,81,0,3,18,24,53
39,81,0,2,18,31,31
40,81,0,3,18,15,42
86,82,0,3,19,11,34
87,82,0,1,19,13,46
88,82,0,1,19,25,58
89,82,0,3,19,10,31
90,82,0,2,19,78,44
96,82,0,1,19,19,59
97,82,0,1,19,1,31
98,82,0,0,19,11,41
99,82,0,1,19,13,32
100,82,0,1,19,57,33
21,83,0,5,21,22,33
22,83,0,0,21,50,59
23,83,0,6,21,1,46
24,83,0,2,21,20,34
25,83,0,0,21,8,49
121,83,0,-1,21,8,48
122,83,0,3,21,2,53
123,83,0,1,21,19,39
124,83,0,0,21,25,47
125,83,0,3,21,27,45
66,84,0,0,22,17,30
67,84,0,-1,22,12,52
68,84,0,-2,22,29,45
69,84,0,0,22,8,46
70,84,0,3,22,24,39
101,84,0,2,22,4,41
102,84,0,0,22,24,30
103,84,0,4,22,2,40
104,84,0,2,22,27,43
105,84,0,2,22,26,32
141,85,0,2,18,13,41
142,85,0,1,18,2,50
143,85,0,4,18,41,30
144,85,0,6,18,48,46
145,85,0,1,18,18,46
96,85,0,1,18,64,37
97,85,0,1,18,14,51
98,85,0,1,18,6,37
99,85,0,0,18,24,57
100,85,1,0,18,13,40
21,86,0,3,21,7,48
22,86,0,6,21,65,30
23,86,0,0,21,4,39
24,86,0,1,21,8,33
25,86,0,3,21,9,43
111,86,0,0,21,24,52
112,86,1,4,21,5,54
113,86,0,4,21,18,41
114,86,0,1,21,75,34
115,86,0,1,21,1,37
76,87,0,1,21,12,51
77,87,0,1,21,59,39
78,87,0,2,21,4,57
79,87,0,0,21,10,56
80,87,0,0,21,6,54
6,87,0,3,21,48,30
7,87,0,2,21,14,50
8,87,0,2,21,34,49
9,87,0,1,21,8,33
10,87,0,0,21,6,55
21,88,0,1,19,2,31
22,88,0,3,19,31,57
23,88,0,2,19,6,36
24,88,0,0,19,38,50
25,88,0,0,19,16,59
141,88,0,0,19,1,50
142,88,1,2,19,65,42
143,88,0,2,19,8,39
144,88,0,1,19,17,43
145,88,0,2,19,3,32
81,89,0,3,22,46,59
82,89,0,0,22,8,41
83,89,0,1,22,30,58
84,89,0,-1,22,40,56
85,89,0,3,22,24,56
106,89,0,0,22,77,47
107,89,0,1,22,8,33
108,89,0,3,22,1,32
109,89,0,5,22,50,36
110,89,0,3,22,5,50
36,90,0,0,19,1,52
37,90,0,0,19,29,49
38,90,0,4,19,16,32
39,90,0,0,19,50,41
40,90,0,4,19,49,33
91,90,0,0,19,45,46
92,90,1,2,19,3,56
93,90,0,2,19,37,38
94,90,0,-2,19,19,39
95,90,0,1,19,42,30
6,91,0,-2,22,4,41
7,91,0,6,22,31,33
8,91,0,2,22,10,33
9,91,0,1,22,18,38
10,91,0,5,22,27,55
21,91,0,4,22,38,52
22,91,0,0,22,7,50
23,91,0,4,22,43,35
24,91,0,0,22,8,31
25,91,0,2,22,11,34
146,92,0,-1,21,60,48
147,92,0,0,21,7,41
148,92,1,3,21,54,46
149,92,0,3,21,1,47
150,92,0,1,21,3,38
81,92,0,1,21,13,57
82,92,0,1,21,25,50
83,92,0,0,21,24,55
84,92,0,0,21,21,59
85,92,0,1,21,29,37
61,93,0,3,22,40,50
62,93,0,2,22,8,55
63,93,0,1,22,52,50
64,93,0,5,22,6,37
65,93,0,-1,22,17,41
116,93,0,3,22,8,30
117,93,0,5,22,4,40
118,93,0,2,22,44,58
119,93,0,2,22,20,40
120,93,0,2,22,12,47
66,94,0,1,18,52,42
67,94,0,-2,18,9,30
68,94,0,0,18,26,41
69,94,0,3,18,2,47
70,94,0,5,18,43,58
46,94,0,-1,18,64,58
47,94,0,3,18,20,36
48,94,0,2,18,39,49
49,94,0,3,18,2,57
50,94,0,2,18,6,44
141,95,0,3,18,21,36
142,95,0,1,18,33,44
143,95,0,3,18,42,41
144,95,0,4,18,16,30
145,95,0,1,18,9,59
16,95,0,4,18,64,46
17,95,0,2,18,1,39
18,95,0,2,18,6,56
19,95,0,3,18,16,51
20,95,0,2,18,2,34
136,96,0,1,20,11,45
137,96,0,1,20,13,30
138,96,0,2,20,4,45
139,96,0,1,20,9,48
140,96,0,0,20,73,32
61,96,0,0,20,3,37
62,96,0,2,20,7,33
63,96,0,1,20,61,57
64,96,0,-1,20,34,33
65,96,0,0,20,4,30
6,97,0,0,19,27,47
7,97,0,0,19,9,55
8,97,0,1,19,29,34
9,97,0,1,19,46,47
10,97,0,3,19,19,35
91,97,0,4,19,12,43
92,97,1,1,19,13,52
93,97,0,0,19,26,58
94,97,0,1,19,11,56
95,97,0,0,19,51,38
41,98,0,3,19,15,47
42,98,0,3,19,27,52
43,98,0,4,19,12,56
44,98,0,1,19,24,51
45,98,0,3,19,8,46
86,98,0,1,19,5,40
87,98,1,3,19,11,50
88,98,0,1,19,9,34
89,98,0,2,19,34,54
90,98,0,4,19,78,42
1,99,1,1,19,27,37
2,99,0,2,19,1,58
3,99,0,3,19,29,30
4,99,0,1,19,4,44
5,99,0,1,19,71,51
91,99,0,2,19,28,56
92,99,0,0,19,22,46
93,99,0,0,19,25,57
94,99,0,2,19,21,35
95,99,0,2,19,40,47
