playerID,matchNum,blocks,assists,minutesPlayed,pointsScored,passesMade
34,29,0,1,18,4,59
35,29,0,3,18,26,31
96,30,0,1,18,10,36
97,30,0,4,18,39,46
98,30,0,0,18,51,37
99,30,0,3,18,13,43
100,30,0,1,18,1,56
76,30,0,1,18,18,56
77,30,0,3,18,17,36
78,30,0,0,18,30,35
79,30,0,1,18,15,50
80,30,0,0,18,12,33
141,31,0,1,18,11,55
142,31,0,2,18,7,34
143,31,0,1,18,40,57
144,31,0,2,18,22,54
145,31,0,1,18,5,37
71,31,0,2,18,45,53
72,31,0,1,18,9,59
73,31,0,3,18,19,45
74,31,0,0,18,66,43
75,31,0,1,18,11,40
31,32,0,3,19,1,49
32,32,0,1,19,11,42
33,32,1,0,19,79,35
34,32,0,4,19,15,34
35,32,0,0,19,25,51
76,32,0,0,19,2,49
77,32,0,0,19,19,39
78,32,0,5,19,10,38
79,32,0,1,19,28,59
80,32,0,1,19,80,43
111,33,0,5,22,20,41
112,33,0,2,22,14,34
113,33,0,1,22,66,37
114,33,0,3,22,15,43
115,33,0,0,22,10,39
141,33,0,1,22,13,49
142,33,0,2,22,85,49
143,33,0,1,22,16,54
144,33,0,0,22,2,52
145,33,0,0,22,5,43
71,34,0,0,21,29,48
72,34,0,3,21,22,37
73,34,0,3,21,19,50
74,34,0,1,21,18,38
75,34,0,4,21,8,36
16,34,0,3,21,8,30
17,34,0,3,21,7,55
18,34,0,2,21,26,41
19,34,0,4,21,28,35
20,34,0,0,21,23,45
131,35,0,0,22,12,52
132,35,0,1,22,33,39
133,35,0,0,22,18,46
134,35,0,1,22,10,55
135,35,0,4,22,32,55
116,35,0,1,22,3,43
117,35,0,0,22,32,51
118,35,0,4,22,14,54
119,35,0,1,22,2,33
120,35,0,2,22,30,42
51,36,0,3,19,17,49
52,36,0,0,19,10,42
53,36,0,3,19,18,47
54,36,0,3,19,35,30
55,36,0,3,19,1,37
111,36,0,2,19,64,55
112,36,0,1,19,22,49
113,36,0,0,19,4,46
114,36,0,0,19,20,55
115,36,0,0,19,30,58
141,37,0,6,20,25,43
142,37,0,0,20,24,54
143,37,0,1,20,1,41
144,37,0,4,20,3,36
145,37,0,2,20,57,53
136,37,0,1,20,14,53
137,37,0,4,20,7,37
138,37,0,0,20,32,51
139,37,0,0,20,56,32
140,37,0,5,20,22,31
6,38,0,0,20,33,43
7,38,0,5,20,1,45
8,38,0,3,20,45,30
9,38,0,1,20,15,42
10,38,0,0,20,4,54
21,38,0,5,20,34,58
22,38,0,3,20,13,46
23,38,0,4,20,8,39
24,38,0,1,20,42,35
25,38,0,3,20,6,58
26,39,0,0,21,19,53
27,39,0,5,21,3,53
28,39,0,1,21,28,54
29,39,0,5,21,17,30
30,39,0,0,21,24,43
16,39,0,3,21,20,39
17,39,0,4,21,46,52
18,39,0,3,21,31,38
19,39,0,2,21,23,58
20,39,0,4,21,29,54
136,40,0,2,18,5,34
137,40,1,2,18,30,44
138,40,1,0,18,6,37
139,40,0,0,18,37,50
140,40,0,2,18,2,53
146,40,0,1,18,10,43
147,40,0,3,18,16,33
148,40,0,2,18,22,59
149,40,0,1,18,30,44
150,40,0,2,18,3,42
111,41,0,4,22,57,53
112,41,0,3,22,16,49
113,41,0,2,22,15,56
114,41,0,0,22,8,53
115,41,0,1,22,18,42
136,41,0,0,22,4,40
137,41,0,0,22,48,59
138,41,0,4,22,2,38
139,41,0,0,22,9,41
140,41,0,4,22,18,40
1,42,0,0,21,9,41
2,42,0,3,21,22,30
3,42,0,0,21,19,57
4,42,0,1,21,17,42
5,42,0,0,21,29,36
31,42,0,5,21,38,57
32,42,0,2,21,30,44
33,42,0,0,21,27,54
34,42,0,2,21,10,46
35,42,0,2,21,21,56
111,43,0,0,20,2,49
112,43,0,1,20,42,44
113,43,0,1,20,32,53
114,43,0,2,20,27,31
115,43,0,0,20,28,34
21,43,0,2,20,9,46
22,43,0,0,20,21,45
23,43,1,1,20,18,58
24,43,0,1,20,33,37
25,43,0,5,20,11,58
86,44,0,4,20,24,55
87,44,0,1,20,15,39
88,44,0,4,20,12,41
89,44,0,4,20,17,42
90,44,0,0,20,34,51
81,44,0,0,20,18,34
82,44,0,0,20,10,41
83,44,0,3,20,4,55
84,44,0,0,20,56,47
85,44,0,2,20,9,43
126,45,0,3,20,5,58
127,45,0,0,20,52,45
128,45,0,3,20,17,47
129,45,0,1,20,46,56
130,45,0,2,20,21,47
131,45,0,0,20,4,51
132,45,0,0,20,48,52
133,45,0,2,20,7,33
134,45,1,5,20,2,49
135,45,0,1,20,66,33
41,46,0,2,21,50,40
42,46,0,0,21,4,42
43,46,0,1,21,22,44
44,46,0,0,21,9,57
45,46,0,4,21,18,55
136,46,0,0,21,28,46
137,46,0,0,21,21,54
138,46,0,2,21,63,36
139,46,0,2,21,26,57
140,46,0,0,21,3,42
121,47,0,0,20,17,54
122,47,0,3,20,11,57
123,47,0,3,20,44,40
124,47,0,1,20,2,31
125,47,1,3,20,47,42
91,47,0,0,20,4,31
92,47,0,1,20,24,37
93,47,0,3,20,11,46
94,47,0,7,20,19,54
95,47,0,2,20,31,50
46,48,0,2,19,2,42
47,48,0,1,19,5,38
48,48,0,1,19,43,41
49,48,0,1,19,7,44
50,48,0,0,19,52,46
106,48,0,1,19,6,51
107,48,0,1,19,12,36
108,48,0,3,19,31,55
109,48,0,3,19,14,58
110,48,0,0,19,20,31
96,49,0,1,19,27,55
97,49,0,2,19,1,39
98,49,0,1,19,65,41
99,49,0,3,19,2,35
100,49,0,0,19,12,52
121,49,0,2,19,14,42
122,49,0,1,19,6,56
123,49,0,5,19,48,37
124,49,0,3,19,8,56
125,49,0,0,19,24,48
91,50,0,1,18,10,41
92,50,1,0,18,28,59
93,50,0,2,18,34,38
94,50,0,1,18,11,35
95,50,1,3,18,37,38
46,50,1,0,18,44,58
47,50,0,0,18,3,32
48,50,0,5,18,31,46
49,50,0,2,18,19,44
50,50,0,3,18,22,37
66,51,0,0,20,22,49
67,51,0,1,20,9,58
68,51,0,2,20,69,43
69,51,0,5,20,20,59
70,51,0,1,20,26,30
81,51,0,3,20,9,33
82,51,0,4,20,1,37
83,51,0,1,20,64,59
84,51,0,5,20,19,38
85,51,0,2,20,17,53
16,52,0,1,19,39,46
17,52,0,2,19,19,52
18,52,0,2,19,4,36
19,52,1,1,19,5,49
20,52,0,0,19,16,47
136,52,0,0,19,7,44
137,52,0,3,19,5,31
138,52,0,0,19,45,39
139,52,0,1,19,21,36
140,52,0,2,19,8,48
76,53,0,4,20,17,47
77,53,0,4,20,31,45
78,53,0,2,20,11,30
79,53,0,2,20,66,36
80,53,0,3,20,10,50
116,53,0,0,20,45,54
117,53,0,2,20,5,34
118,53,0,1,20,24,37
119,53,1,0,20,6,38
120,53,0,3,20,18,44
101,54,0,2,19,4,59
102,54,0,3,19,23,31
103,54,0,2,19,35,49
104,54,0,3,19,1,45
105,54,0,4,19,18,49
136,54,0,2,19,40,56
137,54,0,3,19,17,50
138,54,0,1,19,31,44
139,54,0,3,19,6,54
140,54,0,2,19,15,38
11,55,0,0,22,61,30
12,55,0,2,22,4,58
13,55,0,0,22,6,32
14,55,0,3,22,3,34
15,55,0,2,22,52,52
56,55,0,0,22,17,48
57,55,0,2,22,19,49
58,55,0,1,22,31,42
59,55,0,0,22,18,53
60,55,0,1,22,3,41
106,56,0,4,20,31,33
107,56,0,0,20,64,38
108,56,0,4,20,7,34
109,56,0,0,20,16,34
110,56,0,0,20,24,43
146,56,0,0,20,39,59
147,56,0,1,20,28,51
148,56,0,0,20,6,42
149,56,0,4,20,26,42
150,56,1,3,20,4,53
76,57,0,0,19,5,55
77,57,0,0,19,38,50
78,57,0,2,19,12,51
79,57,0,3,19,40,36
80,57,0,1,19,18,50
111,57,0,3,19,7,46
112,57,0,2,19,42,43
113,57,0,1,19,16,55
114,57,0,2,19,2,51
115,57,0,3,19,78,59
126,58,0,5,20,62,51
127,58,0,2,20,5,59
128,58,0,0,20,3,52
129,58,1,4,20,22,58
130,58,0,0,20,25,53
66,58,0,3,20,15,45
67,58,0,0,20,49,57
68,58,0,4,20,8,30
69,58,0,1,20,42,52
70,58,0,1,20,32,38
91,59,0,4,20,55,33
92,59,0,3,20,12,57
93,59,0,1,20,15,52
94,59,0,1,20,2,39
95,59,1,2,20,49,32
146,59,0,3,20,26,45
147,59,0,5,20,17,30
148,59,0,4,20,2,41
149,59,0,0,20,14,32
150,59,0,1,20,21,50
46,60,0,3,19,49,46
47,60,0,1,19,17,48
48,60,0,1,19,31,47
49,60,0,4,19,5,45
50,60,0,0,19,15,50
81,60,0,1,19,28,46
82,60,0,1,19,17,30
83,60,0,1,19,23,34
84,60,0,0,19,21,48
85,60,0,3,19,38,32
91,61,0,0,21,7,57
92,61,0,0,21,31,35
93,61,1,3,21,23,44
94,61,0,3,21,1,39
95,61,1,0,21,33,51
26,61,0,6,21,10,55
27,61,0,1,21,4,38
28,61,0,5,21,18,50
29,61,0,1,21,39,44
30,61,0,5,21,9,49
6,62,0,4,22,1,43
7,62,0,0,22,3,51
8,62,0,2,22,15,41
9,62,0,5,22,21,47
10,62,0,1,22,52,33
96,62,0,2,22,10,34
97,62,0,0,22,13,41
98,62,0,0,22,9,34
99,62,0,4,22,53,48
100,62,0,0,22,4,59
126,63,0,2,18,7,56
127,63,0,1,18,57,46
128,63,0,1,18,27,47
129,63,0,3,18,19,56
130,63,0,3,18,1,34
96,63,0,1,18,44,50
97,63,0,0,18,12,33
98,63,0,2,18,8,36
99,63,0,2,18,29,33
100,63,0,3,18,21,56
46,64,0,2,22,11,31
47,64,0,0,22,20,39
48,64,0,3,22,23,50
49,64,0,2,22,15,51
50,64,0,0,22,39,59
146,64,0,2,22,58,59
147,64,0,0,22,8,50
148,64,1,3,22,1,52
149,64,0,4,22,21,48
150,64,0,1,22,15,31
146,65,0,1,21,2,57
147,65,0,0,21,21,41
148,65,0,1,21,14,56
149,65,0,0,21,51,30
150,65,0,3,21,40,31
36,65,0,3,21,10,57
37,65,0,3,21,22,35
38,65,0,1,21,81,35
39,65,0,1,21,16,54
40,65,0,2,21,5,51
81,66,0,0,19,1,57
82,66,0,0,19,51,57
83,66,0,0,19,7,34
84,66,0,2,19,18,36
85,66,0,1,19,3,39
11,66,0,0,19,3,50
12,66,0,2,19,21,30
13,66,0,1,19,10,44
14,66,0,1,19,53,44
15,66,0,4,19,14,38
86,67,0,2,21,72,49
87,67,0,4,21,33,37
88,67,0,5,21,8,52
89,67,0,2,21,2,35
90,67,0,0,21,24,43
126,67,0,2,21,43,43
127,67,0,0,21,76,30
128,67,0,0,21,2,46
129,67,1,1,21,6,59
130,67,0,1,21,7,36
126,68,0,4,18,14,42
127,68,0,3,18,41,30
128,68,0,1,18,23,41
129,68,0,1,18,28,51
130,68,1,4,18,20,36
136,68,0,2,18,34,37
137,68,0,0,18,22,54
138,68,0,2,18,10,33
139,68,0,0,18,1,37
140,68,0,2,18,23,31
76,69,0,0,18,35,45
77,69,0,1,18,13,32
78,69,0,4,18,18,53
79,69,0,0,18,3,31
80,69,0,2,18,11,50
66,69,0,4,18,18,56
67,69,0,2,18,29,55
68,69,0,3,18,20,42
69,69,0,3,18,39,50
70,69,0,1,18,2,41
31,70,0,0,18,9,37
32,70,0,5,18,61,37
33,70,0,2,18,3,33
34,70,0,1,18,54,39
35,70,0,6,18,8,44
116,70,0,3,18,18,53
117,70,0,3,18,15,34
118,70,0,1,18,67,55
119,70,0,0,18,3,48
120,70,0,4,18,5,33
131,71,0,2,20,12,32
132,71,0,2,20,17,30
133,71,0,0,20,27,58
134,71,1,2,20,45,59
135,71,0,0,20,2,46
31,71,0,0,20,44,54
32,71,0,2,20,7,50
33,71,0,2,20,8,44
34,71,0,4,20,2,57
35,71,0,2,20,50,45
111,72,0,3,18,22,57
112,72,0,0,18,23,35
113,72,0,3,18,34,36
114,72,0,0,18,58,34
115,72,0,0,18,12,40
146,72,0,0,18,37,51
147,72,0,3,18,14,47
148,72,0,0,18,10,58
149,72,0,4,18,35,33
150,72,0,4,18,5,38
141,73,0,0,18,46,58
142,73,0,0,18,20,51
143,73,0,5,18,44,48
144,73,0,2,18,3,38
145,73,0,2,18,13,46
146,73,0,1,18,28,54
147,73,0,1,18,27,36
148,73,0,0,18,11,37
149,73,0,1,18,23,52
150,73,0,0,18,2,52
136,74,0,2,22,22,40
137,74,0,5,22,10,59
138,74,0,3,22,38,43
139,74,1,2,22,13,50
140,74,0,0,22,8,49
41,74,0,3,22,52,56
42,74,0,0,22,25,53
43,74,0,0,22,37,49
44,74,0,0,22,4,45
45,74,0,3,22,20,46
16,75,0,4,18,19,49
17,75,0,2,18,16,45
18,75,1,4,18,8,41
19,75,0,1,18,35,38
20,75,0,0,18,5,57
101,75,0,2,18,30,33
102,75,0,0,18,9,59
103,75,0,0,18,26,49
104,75,0,0,18,23,34
105,75,0,1,18,24,54
1,76,0,3,20,7,57
2,76,0,2,20,61,50
3,76,0,0,20,58,42
4,76,0,4,20,17,47
5,76,0,1,20,6,57
76,76,0,4,20,23,46
77,76,0,0,20,14,32
78,76,0,5,20,36,55
79,76,0,1,20,2,53
80,76,0,1,20,22,57
61,77,0,2,18,5,36
62,77,0,1,18,2,47
63,77,0,0,18,42,43
64,77,0,4,18,31,53
65,77,0,2,18,24,57
111,77,1,2,18,66,54
112,77,0,1,18,33,39
113,77,0,4,18,34,49
114,77,0,2,18,6,52
115,77,0,5,18,11,51
51,78,0,4,21,13,44
52,78,0,0,21,7,43
53,78,0,3,21,19,56
54,78,0,2,21,47,36
55,78,0,0,21,38,51
96,78,0,0,21,9,57
97,78,0,2,21,29,52
98,78,0,4,21,16,58
99,78,0,2,21,44,56
100,78,0,0,21,11,52
61,79,0,0,18,50,31
62,79,0,4,18,15,57
63,79,0,3,18,45,40
64,79,0,4,18,11,52
65,79,0,3,18,7,30
111,79,0,0,18,5,36
112,79,0,1,18,51,34
113,79,0,1,18,16,47
114,79,0,5,18,6,55
115,79,1,0,18,17,58
51,80,0,3,21,28,33
52,80,0,1,21,39,35
53,80,0,6,21,31,30
54,80,0,1,21,17,53
55,80,0,1,21,15,41
116,80,0,0,21,11,40
117,80,0,2,21,8,58
118,80,0,2,21,26,59
119,80,0,0,21,20,52
120,80,0,1,21,18,53
131,81,0,0,18,12,46
132,81,0,2,18,36,52
133,81,0,0,18,6,46
134,81,0,1,18,24,35
135,81,0,1,18,29,51
36,81,0,5,18,6,38
37,81,0,0,18,26,38
38,81,0,1,18,16,48
39,81,0,2,18,32,52
40,81,0,2,18,29,48
86,82,0,2,19,9,45
87,82,0,1,19,33,33
88,82,0,4,19,52,31
89,82,0,1,19,6,36
90,82,0,0,19,37,51
96,82,0,3,19,1,35
97,82,0,3,19,29,53
98,82,0,2,19,21,36
99,82,0,1,19,46,47
100,82,0,2,19,4,49
21,83,0,2,21,14,51
22,83,0,2,21,6,55
23,83,0,3,21,13,38
24,83,0,5,21,21,45
25,83,0,0,21,47,37
121,83,1,1,21,24,30
122,83,0,4,21,42,52
123,83,1,4,21,2,54
124,83,0,4,21,3,57
125,83,0,1,21,10,58
66,84,0,0,22,4,36
67,84,1,1,22,13,33
68,84,0,3,22,26,50
69,84,0,4,22,3,39
70,84,0,0,22,44,53
101,84,0,3,22,21,49
102,84,1,3,22,10,55
103,84,0,0,22,32,42
104,84,0,3,22,4,49
105,84,0,0,22,16,59
141,85,0,1,18,45,58
142,85,0,0,18,27,44
143,85,0,5,18,20,50
144,85,0,3,18,25,42
145,85,0,1,18,5,56
96,85,1,1,18,12,52
97,85,0,1,18,43,35
98,85,0,0,18,24,41
99,85,0,0,18,8,47
100,85,0,3,18,34,53
21,86,0,2,21,17,40
22,86,0,3,21,8,31
23,86,0,0,21,2,40
24,86,0,1,21,20,59
25,86,0,1,21,46,58
111,86,0,3,21,12,30
112,86,0,3,21,13,51
113,86,0,2,21,69,50
114,86,0,3,21,27,36
115,86,0,0,21,2,43
76,87,0,4,21,6,30
77,87,0,1,21,9,54
78,87,0,1,21,20,36
79,87,0,3,21,5,58
80,87,0,3,21,51,52
6,87,0,3,21,16,55
7,87,0,1,21,32,36
8,87,0,0,21,7,52
9,87,0,3,21,13,46
10,87,0,3,21,42,33
21,88,0,2,19,2,55
22,88,0,0,19,8,53
23,88,0,0,19,59,32
24,88,0,0,19,1,40
25,88,0,0,19,23,56
141,88,0,3,19,35,55
142,88,0,1,19,1,52
143,88,1,0,19,4,33
144,88,0,2,19,47,44
145,88,0,0,19,7,36
81,89,0,6,22,26,38
82,89,0,6,22,27,33
83,89,0,5,22,7,31
84,89,0,4,22,19,33
85,89,0,2,22,69,49
106,89,0,5,22,8,43
107,89,0,0,22,6,47
108,89,0,2,22,54,37
109,89,0,1,22,25,39
110,89,0,3,22,48,54
36,90,0,0,19,31,55
37,90,0,1,19,36,55
38,90,0,3,19,4,57
39,90,0,2,19,50,56
40,90,0,4,19,24,59
91,90,0,1,19,20,45
92,90,0,0,19,40,58
93,90,0,4,19,42,51
94,90,0,3,19,8,51
95,90,0,0,19,36,44
6,91,0,1,22,24,36
7,91,0,2,22,3,37
8,91,0,1,22,15,52
9,91,0,2,22,30,44
10,91,0,1,22,18,53
21,91,0,1,22,3,35
22,91,0,5,22,5,53
23,91,0,0,22,8,39
24,91,0,0,22,33,45
25,91,0,0,22,58,34
146,92,0,3,21,64,52
147,92,0,2,21,21,42
148,92,0,2,21,12,41
149,92,0,2,21,3,51
150,92,0,0,21,25,46
81,92,0,0,21,32,54
82,92,0,0,21,28,34
83,92,0,2,21,5,59
84,92,0,3,21,36,56
85,92,0,1,21,11,32
61,93,0,0,22,16,32
62,93,0,1,22,41,54
63,93,0,1,22,1,54
64,93,0,1,22,22,56
65,93,0,0,22,43,39
116,93,0,2,22,43,39
117,93,0,0,22,9,47
118,93,0,2,22,1,43
119,93,0,0,22,30,37
120,93,0,2,22,5,35
66,94,0,0,18,25,43
67,94,0,0,18,3,30
68,94,0,0,18,28,30
69,94,0,0,18,26,55
70,94,0,4,18,50,44
46,94,0,4,18,74,35
47,94,0,0,18,19,37
48,94,0,3,18,2,54
49,94,0,0,18,3,30
50,94,0,0,18,33,59
141,95,0,2,18,17,58
142,95,0,2,18,6,36
143,95,0,4,18,51,40
144,95,0,3,18,39,42
145,95,0,3,18,8,56
16,95,0,1,18,31,39
17,95,0,0,18,17,54
18,95,0,0,18,10,44
19,95,0,0,18,22,37
20,95,0,0,18,9,30
136,96,0,1,20,23,32
137,96,0,1,20,8,33
138,96,0,3,20,4,58
139,96,0,3,20,53,43
140,96,0,2,20,22,38
61,96,0,0,20,6,35
62,96,0,0,20,16,43
63,96,1,1,20,57,40
64,96,0,3,20,7,53
65,96,0,2,20,23,33
6,97,0,1,19,19,41
7,97,0,1,19,12,31
8,97,0,1,19,5,54
9,97,0,0,19,14,51
10,97,0,3,19,80,59
91,97,0,3,19,16,56
92,97,0,0,19,2,32
93,97,0,6,19,8,46
94,97,0,0,19,37,37
95,97,0,1,19,50,37
41,98,0,5,19,26,52
42,98,0,0,19,24,43
43,98,0,0,19,10,57
44,98,0,0,19,20,44
45,98,0,3,19,6,35
86,98,0,0,19,53,47
87,98,0,0,19,12,56
88,98,0,2,19,27,32
89,98,0,2,19,39,57
90,98,0,0,19,6,36
1,99,0,0,19,17,38
2,99,0,0,19,42,57
3,99,0,1,19,33,43
4,99,0,0,19,13,44
5,99,0,4,19,27,32
91,99,0,3,19,11,33
92,99,0,3,19,24,38
93,99,0,1,19,39,49
94,99,0,3,19,32,51
95,99,0,3,19,30,38
16,100,0,3,21,42,39
17,100,0,2,21,24,49
18,100,0,2,21,6,44
19,100,0,1,21,5,45
20,100,1,1,21,14,44
